Policy Number,Insured Amount,Start Date,End Date,Latitude,Longitude,Country,ISO3
1526,4530,09/12/2016,23/06/2017,74.68333417,-94.90000615,Canada,CAN
1527,693,31/08/2016,23/07/2017,66.52946689,-86.28293502,Canada,CAN
1528,1167,26/12/2016,07/09/2017,62.44201418,-114.3969814,Canada,CAN
1529,1429,14/04/2017,27/01/2018,66.26661277,-128.6333218,Canada,CAN
1530,4773,04/07/2017,17/01/2018,60.71671897,-135.0499844,Canada,CAN
1531,127,11/02/2017,22/07/2017,45.4166968,-75.7000153,Canada,CAN
1532,1610,10/04/2017,28/06/2017,55.98333864,-87.64998356,Canada,CAN
1533,82,06/01/2017,26/11/2017,48.44615013,-89.27497481,Canada,CAN
1534,4506,12/11/2016,08/02/2017,46.83996909,-71.24561019,Canada,CAN
1535,1228,23/09/2016,07/02/2017,44.65002525,-63.60000452,Canada,CAN
1536,778,07/08/2016,06/01/2017,47.58498822,-52.68100692,Canada,CAN
1537,1472,18/12/2016,08/08/2017,56.54735147,-61.6860454,Canada,CAN
1538,2835,12/04/2017,06/02/2018,46.24928164,-63.13132512,Canada,CAN
1539,3240,26/03/2017,28/02/2018,53.55002464,-113.4999819,Canada,CAN
1540,2357,14/09/2016,17/12/2016,45.49999921,-73.58329696,Canada,CAN
1541,946,17/09/2016,15/06/2017,49.27341658,-123.1216442,Canada,CAN
1542,3281,09/09/2016,11/02/2017,43.69997988,-79.42002079,Canada,CAN
1543,3403,01/08/2016,29/04/2017,16.88376141,-25.0000092,Cape Verde,CPV
1544,4984,11/09/2016,02/09/2017,14.91669802,-23.51668889,Cape Verde,CPV
1545,1803,26/12/2016,28/09/2017,19.28043683,-81.32998173,Cayman Islands,CYM
1546,3798,01/10/2016,11/02/2017,4.320000059,21.17999753,Central African Republic,CAF
1547,1741,08/07/2017,02/04/2018,3.870421365,17.99997595,Central African Republic,CAF
1548,1997,31/12/2016,17/04/2017,4.933689798,15.8666178,Central African Republic,CAF
1549,4826,25/03/2017,10/07/2017,6.316990376,16.38333044,Central African Republic,CAF
1550,4191,27/04/2017,02/01/2018,6.980386575,19.18000728,Central African Republic,CAF
1551,270,31/10/2016,04/08/2017,5.033657856,25.13328731,Central African Republic,CAF
1552,428,11/06/2017,11/12/2017,5.617007262,23.31665401,Central African Republic,CAF
1553,403,03/10/2016,30/09/2017,3.533697732,16.06660559,Central African Republic,CAF
1554,4950,06/04/2017,04/10/2017,5.733770161,19.08332068,Central African Republic,CAF
1555,755,20/12/2016,06/05/2017,6.483724384,17.44998368,Central African Republic,CAF
1556,2713,03/08/2016,10/01/2017,10.28369916,22.78330155,Central African Republic,CAF
1557,4631,18/11/2016,03/04/2017,8.06709027,22.40001745,Central African Republic,CAF
1558,1650,10/12/2016,13/03/2017,4.733753681,22.81663285,Central African Republic,CAF
1559,94,09/02/2017,12/11/2017,5.267002786,17.65002315,Central African Republic,CAF
1560,2018,01/02/2017,18/10/2017,4.249958922,15.7800081,Central African Republic,CAF
1561,3120,11/08/2016,21/01/2017,6.533307921,21.9832987,Central African Republic,CAF
1562,248,13/09/2016,18/06/2017,5.950010192,15.59996741,Central African Republic,CAF
1563,388,08/11/2016,23/06/2017,5.761959655,20.66720333,Central African Republic,CAF
1564,4910,26/06/2017,27/02/2018,8.409136575,20.65304398,Central African Republic,CAF
1565,4931,22/02/2017,13/12/2017,5.399992085,26.50002559,Central African Republic,CAF
1566,4521,25/08/2016,15/06/2017,4.366644306,18.55828813,Central African Republic,CAF
1567,2358,04/03/2017,05/10/2017,9.395001123,16.30500349,Chad,TCD
1568,2166,27/03/2017,05/08/2017,20.458737,16.52776607,Chad,TCD
1569,1896,15/01/2017,14/06/2017,13.45895754,14.71469844,Chad,TCD
1570,1261,03/10/2016,03/07/2017,13.21706016,18.33328894,Chad,TCD
1571,3233,22/01/2017,07/05/2017,13.30041424,19.68333573,Chad,TCD
1572,3208,15/09/2016,22/02/2017,12.18373822,18.6999849,Chad,TCD
1573,2097,18/01/2017,10/08/2017,8.650439676,16.8500203,Chad,TCD
1574,837,14/02/2017,07/01/2018,9.350422789,14.96662105,Chad,TCD
1575,2180,21/06/2017,16/09/2017,10.28594708,15.38716386,Chad,TCD
1576,499,12/10/2016,04/06/2017,9.317065652,15.80000688,Chad,TCD
1577,175,07/04/2017,14/02/2018,17.18472495,21.59024776,Chad,TCD
1578,3001,26/05/2017,16/04/2018,17.91666994,19.11670365,Chad,TCD
1579,3980,31/03/2017,22/01/2018,14.11943402,15.31331824,Chad,TCD
1580,779,15/12/2016,22/11/2017,14.53325889,20.91669714,Chad,TCD
1581,3120,16/05/2017,28/03/2018,9.149969909,18.39002966,Chad,TCD
1582,138,19/03/2017,25/12/2017,11.03329165,20.28329911,Chad,TCD
1583,265,08/08/2016,03/11/2016,8.549980691,16.09001501,Chad,TCD
1584,3614,26/12/2016,11/05/2017,12.11309654,15.04914831,Chad,TCD
1585,3038,01/10/2016,15/02/2017,13.83999371,20.82998409,Chad,TCD
1586,2258,19/11/2016,03/03/2017,-52.64997882,-71.46660445,Chile,CHL
1587,777,11/10/2016,20/08/2017,-19.11667682,-70.13330082,Chile,CHL
1588,2288,26/11/2016,02/10/2017,-22.31999551,-68.92998926,Chile,CHL
1589,1406,07/04/2017,01/08/2017,-22.35001951,-69.66999577,Chile,CHL
1590,1307,19/07/2017,19/02/2018,-27.4800423,-70.27998438,Chile,CHL
1591,2102,14/03/2017,07/09/2017,-31.18002317,-70.99999211,Chile,CHL
1592,559,10/11/2016,15/08/2017,-33.59997882,-70.69998458,Chile,CHL
1593,4015,26/09/2016,18/04/2017,-32.75000486,-70.7200092,Chile,CHL
1594,4326,29/10/2016,02/05/2017,-33.02998777,-71.53998499,Chile,CHL
1595,832,18/06/2017,10/04/2018,-32.45999673,-71.24002914,Chile,CHL
1596,2556,10/02/2017,18/11/2017,-32.87997109,-71.26000208,Chile,CHL
1597,1375,09/08/2016,06/11/2016,-38.74002684,-72.96002751,Chile,CHL
1598,3854,03/06/2017,24/10/2017,-39.37001422,-72.62999597,Chile,CHL
1599,2808,11/04/2017,11/12/2017,-39.28004555,-72.22999455,Chile,CHL
1600,203,22/01/2017,10/11/2017,-39.21659053,-73.21233798,Chile,CHL
1601,1479,31/12/2016,30/12/2017,-38.43332721,-71.23328536,Chile,CHL
1602,570,14/08/2016,02/11/2016,-37.79000731,-72.71001693,Chile,CHL
1603,4765,05/11/2016,24/03/2017,-37.95997109,-72.43000818,Chile,CHL
1604,3764,11/12/2016,02/10/2017,-40.28995807,-73.0899679,Chile,CHL
1605,2183,15/07/2017,26/01/2018,-40.34003253,-72.96002751,Chile,CHL
1606,3757,24/05/2017,15/05/2018,-37.02995034,-73.1600153,Chile,CHL
1607,2543,03/04/2017,15/10/2017,-36.71668781,-73.11665877,Chile,CHL
1608,3732,22/03/2017,23/01/2018,-36.28002195,-72.53000208,Chile,CHL
1609,4652,10/02/2017,27/10/2017,-37.48000039,-73.34000431,Chile,CHL
1610,269,04/11/2016,18/07/2017,-37.67001463,-72.01998153,Chile,CHL
1611,2248,21/01/2017,23/07/2017,-34.38003457,-71.99998275,Chile,CHL
1612,2026,19/10/2016,23/03/2017,-34.58002236,-70.98996688,Chile,CHL
1613,1576,28/04/2017,17/04/2018,-41.32999795,-72.98999984,Chile,CHL
1614,2440,06/04/2017,01/10/2017,-41.75220107,-73.14159106,Chile,CHL
1615,1278,14/10/2016,18/06/2017,-42.48076159,-73.76233415,Chile,CHL
1616,3939,06/09/2016,03/08/2017,-42.61002317,-73.80994979,Chile,CHL
1617,2905,29/03/2017,12/08/2017,-35.83999713,-71.58998194,Chile,CHL
1618,4524,25/01/2017,10/12/2017,-35.96004148,-72.31998906,Chile,CHL
1619,1462,15/07/2017,28/10/2017,-47.26627643,-72.54994918,Chile,CHL
1620,2002,25/01/2017,13/10/2017,-20.98286782,-69.68330245,Chile,CHL
1621,3591,20/07/2017,28/10/2017,-20.2696297,-69.80001367,Chile,CHL
1622,1312,25/11/2016,30/07/2017,-23.18288857,-68.01663416,Chile,CHL
1623,1808,18/09/2016,19/07/2017,-28.4695943,-71.22000452,Chile,CHL
1624,640,10/05/2017,05/11/2017,-26.36961912,-70.04999841,Chile,CHL
1625,4270,02/04/2017,05/10/2017,-27.06962807,-70.83002832,Chile,CHL
1626,2716,06/10/2016,10/03/2017,-29.95291461,-71.34361454,Chile,CHL
1627,1544,19/03/2017,08/07/2017,-30.02949909,-70.73998214,Chile,CHL
1628,878,04/08/2016,01/05/2017,-31.62960814,-71.17000757,Chile,CHL
1629,1154,06/08/2016,28/02/2017,-31.77957314,-70.97996749,Chile,CHL
1630,3722,30/04/2017,05/03/2018,-32.82958657,-70.59999068,Chile,CHL
1631,274,17/02/2017,06/09/2017,-33.59951373,-71.60998071,Chile,CHL
1632,540,19/02/2017,30/05/2017,-38.23954059,-72.34001367,Chile,CHL
1633,3680,14/09/2016,26/06/2017,-38.70948606,-73.16998885,Chile,CHL
1634,3646,30/05/2017,03/01/2018,-39.84951984,-72.82998377,Chile,CHL
1635,197,16/09/2016,16/06/2017,-37.08958494,-73.1600153,Chile,CHL
1636,2889,17/12/2016,16/09/2017,-37.6095532,-73.64998539,Chile,CHL
1637,1531,15/08/2016,01/02/2017,-43.09960569,-73.59998845,Chile,CHL
1638,2853,09/02/2017,27/07/2017,-35.32958901,-72.41998295,Chile,CHL
1639,3832,21/11/2016,06/10/2017,-48.46790851,-72.55997441,Chile,CHL
1640,132,28/10/2016,17/02/2017,-45.3999304,-72.70001754,Chile,CHL
1641,2602,14/09/2016,15/07/2017,-51.71830442,-72.51168278,Chile,CHL
1642,2308,09/12/2016,16/06/2017,-54.93330198,-67.61671025,Chile,CHL
1643,2488,24/10/2016,21/04/2017,-38.73000161,-72.57999903,Chile,CHL
1644,3547,17/05/2017,16/10/2017,-22.09003538,-70.18998987,Chile,CHL
1645,4681,18/07/2017,15/02/2018,-22.45001341,-68.91998987,Chile,CHL
1646,2132,26/08/2016,15/06/2017,-23.09999957,-70.44999984,Chile,CHL
1647,865,23/01/2017,17/06/2017,-25.40001422,-70.47002446,Chile,CHL
1648,1838,01/12/2016,18/06/2017,-28.57000161,-70.76000676,Chile,CHL
1649,3000,19/01/2017,23/12/2017,-29.03002521,-71.43001754,Chile,CHL
1650,4215,08/10/2016,08/06/2017,-30.59003335,-71.20005742,Chile,CHL
1651,930,21/12/2016,21/12/2017,-36.60000242,-72.10599695,Chile,CHL
1652,334,24/03/2017,15/09/2017,-34.17002155,-70.73998214,Chile,CHL
1653,3995,03/09/2016,26/01/2017,-40.56999266,-73.1600153,Chile,CHL
1654,948,01/12/2016,04/11/2017,-41.86996499,-73.82997441,Chile,CHL
1655,3033,14/10/2016,04/05/2017,-35.45500771,-71.67000289,Chile,CHL
1656,2305,24/03/2017,09/08/2017,-34.97999795,-71.24002914,Chile,CHL
1657,4596,30/10/2016,31/07/2017,-45.56999754,-72.07000431,Chile,CHL
1658,2411,28/02/2017,25/06/2017,-18.50002195,-70.28998377,Chile,CHL
1659,930,04/04/2017,07/11/2017,-27.35999795,-70.33998071,Chile,CHL
1660,1036,02/07/2017,21/05/2018,-29.89999795,-71.24997685,Chile,CHL
1661,3338,01/11/2016,06/08/2017,-37.46000161,-72.35998661,Chile,CHL
1662,4692,28/09/2016,10/06/2017,-53.16498615,-70.93999577,Chile,CHL
1663,4636,23/09/2016,15/08/2017,-20.24999266,-70.12996769,Chile,CHL
1664,1031,26/08/2016,11/08/2017,-23.64999184,-70.40000289,Chile,CHL
1665,1884,02/04/2017,15/01/2018,-33.04776447,-71.62101363,Chile,CHL
1666,2814,06/02/2017,13/05/2017,-39.7950012,-73.24502303,Chile,CHL
1667,4922,04/05/2017,01/10/2017,-36.83001422,-73.05002202,Chile,CHL
1668,703,02/03/2017,14/09/2017,-41.4699894,-72.92997766,Chile,CHL
1669,3011,23/09/2016,11/09/2017,-33.45001382,-70.66704085,Chile,CHL
1670,2379,20/11/2016,19/04/2017,39.83003522,97.72999304,China,CHN
1671,2112,14/10/2016,09/07/2017,35.60000917,103.2000468,China,CHN
1672,2446,02/11/2016,13/05/2017,39.54005292,115.789976,China,CHN
1673,557,08/10/2016,24/09/2017,26.2299868,117.5800476,China,CHN
1674,4167,21/05/2017,18/11/2017,23.07997235,114.3999833,China,CHN
1675,4887,23/07/2016,02/01/2017,23.68003908,116.630028,China,CHN
1676,3191,17/03/2017,06/06/2017,28.95000165,89.63332963,China,CHN
1677,1784,26/02/2017,07/06/2017,34.79525209,109.937775,China,CHN
1678,2976,01/04/2017,28/07/2017,37.86997398,113.5700081,China,CHN
1679,4658,10/02/2017,19/12/2017,32.57003908,110.7799975,China,CHN
1680,814,19/09/2016,21/04/2017,32.5200163,111.5000052,China,CHN
1681,3485,22/04/2017,12/03/2018,30.32002138,112.2299865,China,CHN
1682,2092,04/06/2017,17/12/2017,31.26998924,113.670002,China,CHN
1683,199,10/07/2017,25/04/2018,25.96997683,113.4000443,China,CHN
1684,4163,06/10/2016,27/02/2017,31.13333091,104.3999735,China,CHN
1685,2770,26/12/2016,04/11/2017,25.03331565,98.46658891,China,CHN
1686,3377,15/08/2016,04/01/2017,23.3619448,103.4061324,China,CHN
1687,4906,22/02/2017,19/07/2017,25.03641624,101.5455741,China,CHN
1688,2764,08/04/2017,08/12/2017,37.71998313,115.7000073,China,CHN
1689,3935,30/07/2016,27/11/2016,40.59440716,115.0243379,China,CHN
1690,1700,28/04/2017,23/09/2017,33.57000388,114.02998,China,CHN
1691,3339,11/07/2017,06/02/2018,41.81001772,120.7600085,China,CHN
1692,753,26/05/2017,14/11/2017,39.62591331,121.9959537,China,CHN
1693,2926,17/07/2017,02/06/2018,35.98995953,119.3800927,China,CHN
1694,1440,25/05/2017,10/04/2018,39.23195803,117.7769864,China,CHN
1695,2360,04/08/2016,17/11/2016,34.38000612,118.3500264,China,CHN
1696,4952,21/09/2016,03/06/2017,32.39999778,119.4300122,China,CHN
1697,4037,20/04/2017,01/03/2018,28.85000775,121.1199865,China,CHN
1698,3944,30/09/2016,14/02/2017,28.65001996,121.2500044,China,CHN
1699,4294,11/11/2016,29/05/2017,45.49999921,124.2999991,China,CHN
1700,1046,21/08/2016,06/06/2017,44.26999676,123.9899922,China,CHN
1701,3200,02/06/2017,28/02/2018,41.67997398,125.7499882,China,CHN
1702,318,03/12/2016,25/04/2017,41.90001223,126.4299983,China,CHN
1703,100,26/06/2017,05/06/2018,42.88230369,129.5127559,China,CHN
1704,4122,07/02/2017,29/11/2017,50.78332013,121.5166548,China,CHN
1705,451,05/07/2017,07/12/2017,41.54943931,113.5338863,China,CHN
1706,188,06/08/2016,28/11/2016,50.56666669,123.7166756,China,CHN
1707,4883,16/02/2017,09/08/2017,48.00000165,122.7199922,China,CHN
1708,2173,13/05/2017,26/03/2018,41.09551353,111.4408357,China,CHN
1709,1806,04/10/2016,08/04/2017,40.88469952,107.140013,China,CHN
1710,2187,05/05/2017,16/03/2018,46.39999595,125.3200402,China,CHN
1711,2690,24/08/2016,09/11/2016,46.69002993,126.1000443,China,CHN
1712,3900,14/03/2017,14/08/2017,47.16005292,123.8000297,China,CHN
1713,772,18/04/2017,14/12/2017,47.20997235,123.6100154,China,CHN
1714,401,04/08/2016,28/06/2017,46.87185345,127.5118444,China,CHN
1715,912,08/10/2016,27/07/2017,47.60183474,126.0818542,China,CHN
1716,771,01/08/2016,13/12/2016,47.24599082,127.1059777,China,CHN
1717,1184,03/01/2017,27/03/2017,45.28189882,130.2518839,China,CHN
1718,704,16/03/2017,24/08/2017,35.04763979,104.6394421,China,CHN
1719,4380,16/11/2016,24/06/2017,35.53037518,106.6800927,China,CHN
1720,707,07/09/2016,28/02/2017,40.50043357,95.79998165,China,CHN
1721,2318,03/09/2016,10/03/2017,34.4361784,104.0305904,China,CHN
1722,1603,10/11/2016,13/04/2017,38.49569806,102.1739078,China,CHN
1723,4360,20/07/2017,30/05/2018,36.04509829,101.4241862,China,CHN
1724,1601,03/06/2017,16/10/2017,21.95042889,108.6199743,China,CHN
1725,3077,05/07/2017,06/06/2018,22.09737083,106.7566772,China,CHN
1726,874,09/09/2016,20/06/2017,24.50037661,108.6666898,China,CHN
1727,2585,10/06/2017,11/10/2017,21.4804059,109.1000484,China,CHN
1728,4836,08/06/2017,02/01/2018,23.09653465,109.6091129,China,CHN
1729,243,03/10/2016,26/09/2017,27.68041506,109.1300207,China,CHN
1730,3403,18/10/2016,16/04/2017,31.05044191,109.5166638,China,CHN
1731,2906,24/10/2016,15/03/2017,40.22476564,116.1943957,China,CHN
1732,3591,01/11/2016,03/03/2017,27.30038658,117.5000008,China,CHN
1733,3489,08/06/2017,20/03/2018,25.18041262,117.0300036,China,CHN
1734,2402,12/12/2016,13/03/2017,24.52037539,117.6700162,China,CHN
1735,1775,14/02/2017,25/12/2017,25.43034568,119.0200114,China,CHN
1736,3992,09/04/2017,06/10/2017,27.07042645,119.6200264,China,CHN
1737,4561,06/10/2016,20/02/2017,25.8669857,116.3166621,China,CHN
1738,1996,18/08/2016,02/02/2017,26.63037579,118.1699857,China,CHN
1739,4096,29/04/2017,29/09/2017,26.68037274,119.5300577,China,CHN
1740,2031,01/06/2017,28/11/2017,33.25043683,115.3500028,China,CHN
1741,4382,23/10/2016,11/09/2017,30.95044802,117.7800354,China,CHN
1742,2191,19/06/2017,03/06/2018,31.73040041,118.4800443,China,CHN
1743,1002,25/10/2016,05/07/2017,32.90040651,115.82,China,CHN
1744,113,07/04/2017,19/11/2017,21.85040916,111.9700024,China,CHN
1745,2782,21/07/2017,19/04/2018,24.30049217,116.1199816,China,CHN
1746,4193,25/12/2016,19/03/2017,23.7304236,114.6800179,China,CHN
1747,4471,19/11/2016,04/04/2017,23.7003996,113.0300927,China,CHN
1748,2035,26/02/2017,16/08/2017,23.05041343,112.4500248,China,CHN
1749,3458,06/12/2016,25/09/2017,24.78152224,112.3825354,China,CHN
1750,3651,18/09/2016,06/05/2017,22.58039044,113.0800122,China,CHN
1751,1306,12/12/2016,01/09/2017,21.92040489,110.8700179,China,CHN
1752,4494,19/02/2017,02/10/2017,32.20039756,79.98332434,China,CHN
1753,3555,25/10/2016,16/01/2017,42.93537539,89.1650378,China,CHN
1754,619,14/01/2017,13/11/2017,38.13375633,85.53332149,China,CHN
1755,1515,02/06/2017,14/04/2018,47.00037274,89.46662146,China,CHN
1756,3586,01/12/2016,14/10/2017,35.47043052,110.429993,China,CHN
1757,1608,10/01/2017,11/04/2017,34.50043805,109.5000756,China,CHN
1758,4705,31/05/2017,30/04/2018,39.30037762,112.4200008,China,CHN
1759,51,19/04/2017,02/09/2017,38.41043194,112.7199825,China,CHN
1760,2117,10/04/2017,06/12/2017,35.50037701,112.8300016,China,CHN
1761,1870,10/09/2016,29/11/2016,37.04002464,111.8999808,China,CHN
1762,2759,16/05/2017,27/02/2018,36.18387534,113.1052819,China,CHN
1763,4492,19/08/2016,20/07/2017,31.62038129,114.0000077,China,CHN
1764,1137,30/12/2016,30/05/2017,31.03039146,112.1000203,China,CHN
1765,2515,07/01/2017,25/08/2017,30.30043601,111.5000052,China,CHN
1766,2560,10/02/2017,16/06/2017,29.70039512,112.400002,China,CHN
1767,3070,16/11/2016,12/11/2017,30.92039817,113.9000138,China,CHN
1768,875,26/04/2017,15/10/2017,29.72041974,113.880015,China,CHN
1769,1921,25/03/2017,02/09/2017,32.80816408,110.8136389,China,CHN
1770,2419,05/08/2016,14/05/2017,29.63210472,111.851715,China,CHN
1771,1796,19/10/2016,27/07/2017,25.80042645,113.0300927,China,CHN
1772,4472,01/06/2017,03/01/2018,27.44094647,109.6780493,China,CHN
1773,1799,14/10/2016,28/07/2017,27.85043052,112.9000232,China,CHN
1774,4099,24/11/2016,16/02/2017,29.40000002,104.780002,China,CHN
1775,861,22/12/2016,13/05/2017,29.98042971,103.0800024,China,CHN
1776,3264,31/07/2016,22/11/2016,31.57593955,105.9655627,China,CHN
1777,2021,22/12/2016,06/06/2017,30.95044802,101.9166626,China,CHN
1778,3827,12/07/2017,05/02/2018,22.78068829,100.9781669,China,CHN
1779,1492,28/02/2017,23/01/2018,23.3723576,104.2496984,China,CHN
1780,4609,06/03/2017,17/06/2017,25.6004645,103.8166499,China,CHN
1781,3525,13/02/2017,14/05/2017,26.35041872,103.4166744,China,CHN
1782,4864,23/07/2016,26/04/2017,40.96037966,117.9300004,China,CHN
1783,866,12/06/2017,01/09/2017,38.32038576,116.8700134,China,CHN
1784,1934,07/09/2016,08/07/2017,38.87042971,115.4800207,China,CHN
1785,1229,28/11/2016,17/03/2017,38.37043439,117.330037,China,CHN
1786,1851,07/07/2017,09/03/2018,38.50042645,114.9999983,China,CHN
1787,4930,28/11/2016,03/11/2017,37.37039207,115.3700016,China,CHN
1788,3990,29/11/2016,21/06/2017,36.85039797,115.6800085,China,CHN
1789,2366,20/09/2016,28/04/2017,37.04997235,114.5000288,China,CHN
1790,678,31/07/2016,03/12/2016,35.70039064,114.9799996,China,CHN
1791,4951,13/04/2017,15/10/2017,35.95037539,114.2200459,China,CHN
1792,1974,24/10/2016,10/10/2017,34.02038983,113.8200187,China,CHN
1793,4276,11/08/2016,29/04/2017,33.63041363,114.6300468,China,CHN
1794,1999,21/10/2016,15/08/2017,32.68036826,112.0800215,China,CHN
1795,3186,20/04/2017,06/04/2018,42.30037539,123.8199768,China,CHN
1796,819,22/02/2017,04/12/2017,41.55042116,120.4199776,China,CHN
1797,3342,20/01/2017,20/05/2017,41.25633059,125.3459818,China,CHN
1798,4723,12/11/2016,29/07/2017,39.6822923,122.9618896,China,CHN
1799,3116,01/02/2017,24/12/2017,35.79043683,118.6199841,China,CHN
1800,3014,04/09/2016,06/04/2017,34.79042035,116.0799841,China,CHN
1801,3431,30/06/2017,29/03/2018,35.51042808,117.6200451,China,CHN
1802,3390,14/01/2017,05/05/2017,36.79037579,119.9400069,China,CHN
1803,3495,21/09/2016,11/12/2016,36.2004118,117.6600427,China,CHN
1804,2768,28/07/2016,30/01/2017,37.37039207,118.0200207,China,CHN
1805,505,08/02/2017,16/11/2017,36.4304236,115.9700166,China,CHN
1806,2968,10/02/2017,04/07/2017,35.43038129,119.4500109,China,CHN
1807,3117,12/02/2017,20/09/2017,37.45041302,116.3000223,China,CHN
1808,1657,31/07/2016,18/10/2016,27.97034568,116.3600187,China,CHN
1809,2912,22/05/2017,11/12/2017,28.20040916,115.7700288,China,CHN
1810,1535,25/05/2017,25/11/2017,27.13042279,114.9999983,China,CHN
1811,2268,18/06/2017,15/05/2018,28.47039268,117.9699979,China,CHN
1812,2573,21/12/2016,25/04/2017,29.27042137,117.1800203,China,CHN
1813,4161,25/09/2016,12/09/2017,32.4904057,119.9000093,China,CHN
1814,2067,08/09/2016,08/03/2017,34.12986635,118.7733597,China,CHN
1815,1119,25/02/2017,25/06/2017,34.60043194,119.170028,China,CHN
1816,2968,07/10/2016,14/08/2017,28.45041974,119.9000093,China,CHN
1817,2748,22/04/2017,29/03/2018,28.6804057,121.4499922,China,CHN
1818,1990,20/02/2017,13/07/2017,28.97043968,118.8699947,China,CHN
1819,4066,15/12/2016,31/10/2017,45.18038047,124.8200191,China,CHN
1820,1314,26/04/2017,07/04/2018,43.35049217,128.2200183,China,CHN
1821,4645,21/10/2016,04/05/2017,44.43040041,125.1700752,China,CHN
1822,4870,24/10/2016,07/08/2017,45.33042299,122.7800402,China,CHN
1823,4517,06/01/2017,07/04/2017,42.27885215,125.7173287,China,CHN
1824,285,08/08/2016,06/07/2017,42.62293968,126.2614298,China,CHN
1825,3466,21/10/2016,09/06/2017,42.94263592,126.0561193,China,CHN
1826,1644,08/08/2016,16/06/2017,43.71628379,127.3459631,China,CHN
1827,4634,22/04/2017,25/07/2017,41.83634686,126.9359623,China,CHN
1828,2084,06/07/2017,28/06/2018,43.32478314,129.7343444,China,CHN
1829,2841,25/09/2016,04/02/2017,42.53475384,129.0043632,China,CHN
1830,4972,01/02/2017,18/11/2017,44.40910972,126.9487264,China,CHN
1831,867,18/08/2016,16/06/2017,44.14473309,125.8443493,China,CHN
1832,2931,22/03/2017,22/08/2017,38.83901044,105.6686299,China,CHN
1833,1264,17/11/2016,27/06/2017,43.51707115,118.0333016,China,CHN
1834,1718,03/08/2016,06/07/2017,43.58373374,121.1999816,China,CHN
1835,885,08/07/2017,20/02/2018,43.98370933,119.1833606,China,CHN
1836,1465,24/07/2016,01/06/2017,50.65162274,121.5166548,China,CHN
1837,827,11/11/2016,30/03/2017,49.28041445,120.7300362,China,CHN
1838,1408,26/11/2016,07/04/2017,48.78380393,121.9333736,China,CHN
1839,4052,16/03/2017,15/06/2017,41.08962242,108.2721919,China,CHN
1840,3664,18/12/2016,19/07/2017,41.76764305,109.9711063,China,CHN
1841,3671,05/05/2017,05/04/2018,40.45469993,113.1443493,China,CHN
1842,4938,25/06/2017,27/05/2018,46.63042116,126.9799906,China,CHN
1843,1247,08/03/2017,19/08/2017,46.67041872,131.3500081,China,CHN
1844,4051,18/02/2017,21/01/2018,45.22042971,127.9700077,China,CHN
1845,797,20/09/2016,19/06/2017,47.2703821,132.019993,China,CHN
1846,4972,08/11/2016,29/09/2017,47.88039654,125.2999898,China,CHN
1847,1281,23/03/2017,17/02/2018,46.3903583,123.409976,China,CHN
1848,1573,20/01/2017,25/04/2017,47.34040367,123.1800158,China,CHN
1849,246,25/05/2017,06/09/2017,47.92036826,123.5100215,China,CHN
1850,2338,09/08/2016,16/12/2016,47.45042279,126.9300195,China,CHN
1851,4507,28/01/2017,20/09/2017,45.55038373,131.8800016,China,CHN
1852,724,05/02/2017,29/05/2017,46.95037579,128.0500028,China,CHN
1853,2115,19/04/2017,25/08/2017,45.35034426,126.2799816,China,CHN
1854,3327,06/08/2016,29/01/2017,46.08042889,125.98,China,CHN
1855,699,22/05/2017,21/12/2017,46.2663607,126.2759509,China,CHN
1856,4107,04/11/2016,26/07/2017,48.02633079,125.8659501,China,CHN
1857,2753,09/11/2016,12/06/2017,47.13635927,129.285948,China,CHN
1858,902,29/04/2017,17/07/2017,48.23634381,129.5059346,China,CHN
1859,3020,30/08/2016,12/08/2017,45.76902671,132.9922334,China,CHN
1860,1127,14/10/2016,20/08/2017,45.75636599,130.5759468,China,CHN
1861,1872,16/01/2017,22/10/2017,44.33133669,129.4659371,China,CHN
1862,2146,17/04/2017,22/07/2017,33.01662681,96.73330969,China,CHN
1863,1209,04/10/2016,26/02/2017,24.28000246,109.2500134,China,CHN
1864,497,10/04/2017,08/10/2017,25.09041811,104.8900211,China,CHN
1865,696,26/12/2016,05/11/2017,26.25039899,105.9300093,China,CHN
1866,4237,13/12/2016,19/08/2017,27.70002626,106.9200264,China,CHN
1867,4903,12/05/2017,01/02/2018,30.81999086,108.4000394,China,CHN
1868,2926,23/08/2016,25/07/2017,33.95036826,116.7500207,China,CHN
1869,3041,24/12/2016,12/07/2017,31.3504236,118.3699735,China,CHN
1870,4410,23/12/2016,16/06/2017,31.75034751,116.4800114,China,CHN
1871,728,18/01/2017,22/04/2017,32.94999005,117.330037,China,CHN
1872,3836,22/11/2016,10/05/2017,30.49995872,117.0500024,China,CHN
1873,912,21/02/2017,28/11/2017,23.03005292,113.1200097,China,CHN
1874,2099,02/01/2017,01/08/2017,31.48000226,92.05002966,China,CHN
1875,2182,25/04/2017,01/02/2018,29.53329938,94.41670691,China,CHN
1876,702,22/03/2017,25/01/2018,31.16668805,97.23327917,China,CHN
1877,294,11/01/2017,22/11/2017,41.72999676,86.15002803,China,CHN
1878,202,28/06/2017,05/11/2017,41.72774884,82.93637406,China,CHN
1879,928,20/02/2017,10/08/2017,46.75002626,82.95001664,China,CHN
1880,172,11/10/2016,19/07/2017,44.29996909,86.02993201,China,CHN
